"date","CRUZADOS CI ","AZUL CI ","COLO/B CI ","IPSA ","SPX "
2021-09-03,129.78,583,230.05,4463.55,4535.43
2021-09-06,129.78,583,231,4456.2,NA
2021-09-07,129.78,583,231,4432.98,4520.03
2021-09-08,129.78,583,231,4378.14,4514.07
2021-09-09,129.78,583,231,4407.24,4493.28
2021-09-10,129.78,583,231,4464,4458.58
2021-09-13,129.78,583,231,4401.31,4468.73
2021-09-14,129.78,583,231,4409.42,4443.05
2021-09-15,129.78,583,231,4433.84,4480.7
2021-09-16,129.78,583,231,4465.47,4473.75
2021-09-20,129.78,583,231,4291.36,4357.73
2021-09-21,129.78,583,231,4307.43,4354.19
2021-09-22,129.78,583,231,4384.02,4395.64
2021-09-23,129.78,583,225.09,4411.69,4448.98
2021-09-24,129.78,583,225.09,4377.19,4455.48
2021-09-27,129.78,583,220,4351.71,4443.11
2021-09-28,129.78,583,220,4323.34,4352.63
2021-09-29,129.78,583,220,4335.2,4359.46
2021-09-30,129.78,583,220,4362.59,4307.54
2021-10-01,129.78,583,220,4326.72,4357.04
2021-10-04,129.78,583,220,4242.62,4300.46
2021-10-05,129.78,583,220,4226.09,4345.72
2021-10-06,129.78,583,180.76,4132.31,4363.55
2021-10-07,129.78,583,180.76,4129.68,4399.76
2021-10-08,129.78,583,180.76,4145.62,4391.34
2021-10-12,129.78,583,180.76,4103.12,4350.65
2021-10-13,129.78,583,180.76,4006.49,4363.8
2021-10-14,129.78,583,199.65,3996.48,4438.26
2021-10-15,129.78,583,199.65,3982.18,4471.37
2021-10-18,129.78,583,199.65,4008.74,4486.46
2021-10-19,129.78,583,199.65,3994.91,4519.63
2021-10-20,129.78,583,199.65,4037.49,4536.19
2021-10-21,129.78,583,199.65,4053.4,4549.78
2021-10-22,129.78,583,208.68,4084.35,4544.9
2021-10-25,129.78,583,209.95,4175.95,4566.48
2021-10-26,129.78,583,209.95,4245.91,4574.79
2021-10-27,129.78,583,209.95,4115.66,4551.68
2021-10-28,129.78,583,209.95,4096.24,4596.42
2021-10-29,129.78,583,209.95,4092.2,4605.38
2021-11-02,129.78,583,209.95,4207.2,4630.65
2021-11-03,129.78,583,209.95,4309.93,4660.57
2021-11-04,129.78,583,209.95,4473.8,4680.06
2021-11-05,129.78,583,209.95,4388.19,4697.53
2021-11-08,129.78,583,218.43,4363.33,4701.7
2021-11-09,129.78,583,218.43,4470.52,4685.25
2021-11-10,129.78,583,218.43,4489.04,4646.71
2021-11-11,129.78,583,218.43,4519.38,4649.27
2021-11-12,129.78,583,218.43,4485.97,4682.85
2021-11-15,129.78,583,218.43,4382.46,4682.8
2021-11-16,129.78,583,218.43,4304.81,4700.9
2021-11-17,129.78,583,218.43,4293.18,4688.67
2021-11-18,129.78,583,218.43,4281.66,4704.54
2021-11-19,129.78,583,218.43,4358.48,4697.96
2021-11-22,129.78,583,218.43,4780.91,4682.94
2021-11-23,129.78,583,203.25,4697.66,4690.7
2021-11-24,129.78,583,203.25,4629.24,4701.46
2021-11-25,129.78,583,203.25,4601.91,NA
2021-11-26,129.78,583,203.25,4579.3,4594.62
2021-11-29,129.061,583,203.25,4505.62,4655.27
2021-11-30,129.061,583,177.57,4432.71,4567
2021-12-01,129.061,583,180.88,4332.45,4513.04
2021-12-02,129.061,583,180.88,4370.9,4577.1
2021-12-03,129.061,583,180.88,4369.4,4538.43
2021-12-06,129.061,583,180.88,4368.82,4591.67
2021-12-07,129.061,583,180.88,4395.15,4686.75
2021-12-09,129.061,583,180.88,4418.79,4667.45
2021-12-10,129.061,583,180.88,4405.72,4712.02
2021-12-13,129.061,583,180.88,4301.25,4668.97
2021-12-14,129.061,583,180.88,4179.56,4634.09
2021-12-15,129.061,583,180.88,4271.4,4709.85
2021-12-16,129.061,583,180.88,4392.34,4668.67
2021-12-17,129.061,583,180.88,4357.78,4620.64
2021-12-20,129.061,583,180.88,4088.26,4568.02
2021-12-21,129.061,583,179.99,4142.49,4649.23
2021-12-22,129.061,583,179.99,4121.91,4696.56
2021-12-23,129.061,583,179.99,4241.63,4725.79
2021-12-24,129.061,583,179.99,4299.09,NA
2021-12-27,129.061,583,179.99,4281.89,4791.19
2021-12-28,129.061,583,179.89,4269.37,4786.35
2021-12-29,129.061,583,179.89,4250.29,4793.06
2021-12-30,129.061,583,179.89,4308.38,4778.73
2022-01-03,129.061,583,179.89,4301.32,4796.56
2022-01-04,129.061,583,179.89,4294.64,4793.54
2022-01-05,129.061,583,179.89,4317.6,4700.58
2022-01-06,129.061,583,179.89,4348.44,4696.05
2022-01-07,128.576,583,179.89,4296.35,4677.03
2022-01-10,128.576,583,179.89,4298.24,4670.29
2022-01-11,128.576,583,179.02,4394.91,4713.07
2022-01-12,128.576,583,179.02,4507.82,4726.35
2022-01-13,128.576,583,179.02,4512.43,4659.03
2022-01-14,128.576,583,179.02,4486.57,4662.85
2022-01-17,128.576,583,179.02,4473.27,NA
2022-01-18,128.576,583,179.02,4500.8,4577.11
2022-01-19,128.576,583,179.02,4470.71,4532.76
2022-01-20,128.576,583,179.02,4486.72,4482.73
2022-01-21,128.576,583,179.02,4644.86,4397.94
2022-01-24,128.576,583,179.02,4503.17,4410.13
2022-01-25,128.576,583,174,4529.3,4356.45
2022-01-26,128.576,583,174,4552.33,4349.93
2022-01-27,128.576,583,174,4562.74,4326.51
2022-01-28,128.576,583,174,4542.86,4431.85
2022-01-31,128.576,583,174,4548.45,4515.55
2022-02-01,128.576,583,174,4598.72,4546.54
2022-02-02,128.576,583,174,4555.38,4589.38
2022-02-03,128.576,583,174,4454.97,4477.44
2022-02-04,128.576,583,174,4425.52,4500.53
2022-02-07,128.576,583,174,4474.1,4483.87
2022-02-08,128.576,583,174,4582.62,4521.54
2022-02-09,128.576,583,174,4605.08,4587.18
2022-02-10,128.576,583,174,4641.53,4504.08
2022-02-11,128.576,583,174,4652.21,4418.64
2022-02-14,128.576,583,174,4604.62,4401.67
2022-02-15,128.576,583,174,4643.69,4471.07
2022-02-16,128.576,583,174,4653.04,4475.01
2022-02-17,128.576,583,174,4549.08,4380.26
2022-02-18,128.576,583,174,4549.07,4348.87
2022-02-21,128.576,583,174,4525.8,NA
2022-02-22,128.576,583,174,4472.86,4304.76
2022-02-23,128.576,583,174,4375.7,4225.5
2022-02-24,128.576,583,174,4399.6,4288.7
2022-02-25,128.576,583,174,4465.51,4384.65
2022-02-28,128.576,583,174,4534.47,4373.94
2022-03-01,128.576,583,174,4435.17,4306.26
2022-03-02,128.576,583,174,4487.37,4386.54
2022-03-03,128.576,583,174,4571.8,4363.49
2022-03-04,128.576,583,174,4641.45,4328.87
2022-03-07,128.576,583,174,4618.07,4201.09
2022-03-08,128.576,583,174,4578.68,4170.7
2022-03-09,128.576,583,174,4656.03,4277.88
2022-03-10,128.576,583,174,4608.98,4259.52
2022-03-11,128.576,583,174,4633.35,4204.31
2022-03-14,128.576,583,174,4588.49,4173.11
2022-03-15,128.576,583,174,4623.04,4262.45
2022-03-16,128.576,583,174,4695.41,4357.86
2022-03-17,128.576,583,174,4789.88,4411.67
2022-03-18,128.576,583,174,4854.44,4463.12
2022-03-21,128.576,583,174,4994.67,4461.18
2022-03-22,128.576,583,174,4888.18,4511.61
2022-03-23,128.576,583,174,4841.46,4456.24
2022-03-24,128.58,583,174,4954.51,4520.16
2022-03-25,128.58,583,174,4965.11,4543.06
2022-03-28,128.58,583,174,4938.8,4575.52
2022-03-29,128.58,583,174,4914.73,4631.6
2022-03-30,128.58,583,174,4894.98,4602.45
2022-03-31,128.58,583,174,4936.97,4530.41
2022-04-01,128.58,583,174,4978.49,4545.86
2022-04-04,128.58,583,174,4992.29,4582.64
2022-04-05,128.58,583,174,4929.1,4525.12
2022-04-06,128.58,583,174,4971.94,4481.15
2022-04-07,128.58,583,173.48,4965.32,4500.21
2022-04-08,128.58,583,181.13,4969.25,4488.28
2022-04-11,128.58,583,180.22,4918.79,4412.53
2022-04-12,126.83,583,180.22,4909.04,4397.45
2022-04-13,126.83,583,193.1,4921.46,4446.59
2022-04-14,126.83,583,193.1,4917.3,4392.59
2022-04-18,126.83,583,193.76,4867.64,4391.69
2022-04-19,126.83,583,193.76,4911.77,4462.21
2022-04-20,129,583,193.76,4974.76,4459.45
2022-04-21,129,583,193.76,4911.9,4393.66
2022-04-22,129,583,193.76,4867.88,4271.78
2022-04-25,129,583,193.76,4759.15,4296.12
2022-04-26,129,583,193.76,4701.47,4175.2
2022-04-27,129,583,193.76,4775.36,4183.96
2022-04-28,129,583,193.76,4792.66,4287.5
2022-04-29,129,583,193.76,4778.43,4131.93
2022-05-02,129,583,193.76,4759.9,4155.38
2022-05-03,129,583,193.76,4785.63,4175.48
2022-05-04,129,583,193.76,4887.57,4300.17
2022-05-05,129,583,193.76,4853.79,4146.87
2022-05-06,129,583,193.76,4838.54,4123.34
2022-05-09,129,583,193.76,4744.18,3991.24
2022-05-10,129,583,193.76,4697.16,4001.05
2022-05-11,129,583,193.76,4676.93,3935.18
2022-05-12,129,583,193.76,4713.77,3930.08
2022-05-13,129,583,193.76,4850.44,4023.89
2022-05-16,129,583,193.76,4868.58,4008.01
2022-05-17,129,583,193.76,5023.24,4088.85
2022-05-18,129,583,193.76,4964.77,3923.68
2022-05-19,129,583,193.76,4982.1,3900.79
2022-05-20,129,583,193.76,4982.95,3901.36
2022-05-23,129,583,193.76,5127.52,3973.75
2022-05-24,129,583,193.76,5142.75,3941.48
2022-05-25,129,583,193.76,5191.05,3978.73
2022-05-26,129,583,193.76,5268.96,4057.84
2022-05-27,129,583,193.76,5387.06,4158.24
2022-05-30,129,583,193.76,5385.7,NA
2022-05-31,129,583,193.76,5350.48,4132.15
2022-06-01,132.87,583,193.76,5299.11,4101.23
2022-06-02,132.4,583,193.76,5353.13,4176.82
2022-06-03,131.98,583,193.76,5352.44,4108.54
2022-06-06,132.71,583,193.76,5332.59,4121.43
2022-06-07,132,583,193.76,5358.95,4160.68
2022-06-08,131.9,583,193.76,5277,4115.77
2022-06-09,132,583,193.76,5184.27,4017.82
2022-06-10,132,583,193.76,5237.85,3900.86
2022-06-13,129.95,583,193.76,5131.3,3749.63
2022-06-14,129.95,583,193.76,5121.4,3735.48
2022-06-15,129.95,583,193.76,5139.41,3789.99
2022-06-16,129.95,583,193.76,5029.48,3666.77
2022-06-17,129.95,583,193.76,5067.06,3674.84
2022-06-20,129.95,583,193.76,5084.37,NA
2022-06-22,129.95,583,193.76,5056.37,3759.89
2022-06-23,129.95,583,193.76,4934.81,3795.73
2022-06-24,129.95,583,193.76,4983.66,3911.74
2022-06-28,125,583,193.76,5004.48,3821.55
2022-06-29,125,583,193.76,5009.63,3818.83
2022-06-30,125,583,193.76,4950.39,3785.38
2022-07-01,125,583,193.76,4993.37,3825.33
2022-07-04,125,583,193.76,4989.07,NA
2022-07-05,125,583,193.76,5003.81,3831.39
2022-07-06,125,583,193.76,5006.95,3845.08
2022-07-07,125,583,193.76,5101.42,3902.62
2022-07-08,125,583,193.76,5112.78,3899.38
2022-07-11,125,583,193.76,5058.45,3854.43
2022-07-12,125,583,193.76,5074.26,3818.8
2022-07-13,125,583,193.76,5117.81,3801.78
2022-07-14,125,583,193.76,5136.05,3790.38
2022-07-15,125,583,193.76,5091.73,3863.16
2022-07-18,125,583,193.76,5081.74,3830.85
2022-07-19,125,583,193.76,5160.19,3936.69
2022-07-20,125,583,193.76,5147,3959.9
2022-07-21,125,583,193.76,5204.45,3998.95
2022-07-22,125,583,193.76,5220.33,3961.63
2022-07-25,125,583,193.76,5236.33,3966.84
2022-07-26,125,583,193.76,5200.13,3921.05
2022-07-27,125,583,193.76,5251.32,4023.61
2022-07-28,125,583,193.76,5259.39,4072.43
2022-07-29,125,583,193.76,5259.05,4130.29
2022-08-01,125,583,193.76,5258.4,4118.63
2022-08-02,125,583,193.76,5248.53,4091.19
2022-08-03,125,583,193.76,5206.06,4155.17
2022-08-04,125,583,193.76,5174.64,4151.94
2022-08-05,125,583,193.76,5212.4,4145.19
2022-08-08,125,583,193.76,5260.34,4140.06
2022-08-09,125,583,193.76,5236.34,4122.47
2022-08-10,125,583,193.76,5272.93,4210.24
2022-08-11,125,583,193.76,5325.9,4207.27
2022-08-12,125,583,193.76,5394.91,4280.15
2022-08-16,125,583,193.76,5386.81,4305.2
2022-08-17,125,583,193.76,5405.31,4274.04
2022-08-18,125,583,193.76,5345.53,4283.74
2022-08-19,125,583,193.76,5292.84,4228.48
2022-08-22,125,583,193.76,5340.49,4137.99
2022-08-23,125,583,193.76,5377.52,4128.73
2022-08-24,125,583,193.76,5418.17,4140.77
2022-08-25,125,583,193.76,5460.62,4199.12
2022-08-26,125,583,193.76,5461.8,4057.66
2022-08-29,125,583,193.76,5517.11,4030.61
2022-08-30,125,583,193.76,5536.39,3986.16
2022-08-31,125,583,193.76,5441.26,3955
2022-09-01,125,583,193.76,5408.05,3966.85
2022-09-02,125,583,193.76,5653.2,3924.26
2022-09-05,125,583,193.76,5779.25,NA
2022-09-06,125,583,193.76,5608.08,3908.19
2022-09-07,125,583,193.76,5540.82,3979.87
2022-09-08,125,583,193.76,5516.81,4006.18
2022-09-09,125,583,193.76,5612.07,4067.36
2022-09-12,125,583,193.76,5596.26,4110.41
2022-09-13,125,583,193.76,5580.67,3932.69
2022-09-14,125,583,193.76,5609.33,3946.01
2022-09-15,125,583,193.76,5522.92,3901.35
2022-09-20,125,583,193.76,5340.97,3855.93
2022-09-21,125,583,193.76,5369.33,3789.93
2022-09-22,125,583,193.76,5303.06,3757.99
2022-09-23,125,583,193.76,5207.22,3693.23
2022-09-26,125,583,193.76,5178.75,3655.04
2022-09-27,125,583,193.76,5180.64,3647.29
2022-09-28,125,583,193.76,5100.24,3719.04
2022-09-29,125,583,193.76,5035.38,3640.47
2022-09-30,125,583,193.76,5114.19,3585.62
2022-10-03,125,583,193.76,5143.23,3678.43
2022-10-04,125,583,193.76,5248.87,3790.93
2022-10-05,125,583,193.76,5192.25,3783.28
2022-10-06,125,583,193.76,5183.56,3744.52
2022-10-07,125,583,193.76,5079.68,3639.66
2022-10-11,125,583,193.76,4988.8,3588.84
2022-10-12,125,583,193.76,4936.56,3577.03
2022-10-13,125,583,193.76,4961.09,3669.91
2022-10-14,125,583,193.76,4972.39,3583.07
2022-10-17,125,583,193.76,5103.06,3677.95
2022-10-18,125,583,193.76,5122.85,3719.98
2022-10-19,125,583,193.76,5087.69,3695.16
2022-10-20,125,583,193.76,5139.35,3665.78
2022-10-21,125,583,193.76,5147.37,3752.75
2022-10-24,125,583,193.76,5108.17,3797.34
2022-10-25,125,583,193.76,5164.31,3859.11
2022-10-26,125,583,193.76,5151.34,3830.6
2022-10-27,125,583,193.76,5187.42,3807.3
2022-10-28,125,583,193.76,5193.81,3901.06
2022-11-02,125,583,193.76,5194.66,3759.69
2022-11-03,125,583,193.76,5180.3,3719.89
2022-11-04,125,583,193.76,5220.04,3770.55
2022-11-07,125,583,193.76,5289.55,3806.8
2022-11-08,125,583,193.76,5406.12,3828.11
2022-11-09,125,583,193.76,5350.36,3748.57
2022-11-10,125,583,193.76,5339.54,3956.37
2022-11-11,125,583,193.76,5350.79,3992.93
2022-11-14,125,583,193.76,5302.44,3957.25
2022-11-15,125,583,193.76,5239.13,3991.73
2022-11-16,125,583,193.76,5230.45,3958.79
2022-11-17,125,583,193.76,5172.31,3946.56
2022-11-18,125,583,193.76,5196.92,3965.34
2022-11-21,125,583,193.76,5312.69,3949.94
2022-11-22,125,583,193.76,5294.78,4003.58
2022-11-23,125,583,193.76,5260.91,4027.26
2022-11-24,125,583,193.76,5273.72,NA
2022-11-25,125,583,193.76,5249.57,4026.12
2022-11-28,125,583,193.76,5207.64,3963.94
2022-11-29,125,583,193.76,5244.86,3957.63
2022-11-30,125,583,193.76,5282.61,4080.11
2022-12-01,125,583,193.76,5274.68,4076.57
2022-12-02,125,583,162.74,5290.76,4071.7
2022-12-05,125,583,162.74,5274.19,3998.84
2022-12-06,125,583,162.74,5239.16,3941.26
2022-12-07,125,583,162.74,5202.85,3933.92
2022-12-09,125,583,162.74,5192.68,3934.38
2022-12-12,125,583,162.74,5257.07,3990.56
2022-12-13,125,583,162.74,5226.77,4019.65
2022-12-14,125,583,162.74,5206.46,3995.32
2022-12-15,125,583,162.74,5132.77,3895.75
2022-12-16,125,583,150,5161.26,3852.36
2022-12-19,125,583,150,5206.95,3817.66
2022-12-20,125,583,150,5287.93,3821.62
2022-12-21,125,583,150,5269.7,3878.44
2022-12-22,125,583,150,5222.23,3822.39
2022-12-23,125,583,150,5256.91,3844.82
2022-12-26,125,583,137.38,5222.45,NA
2022-12-27,125,583,137.38,5197.25,3829.25
2022-12-28,125,583,137.38,5215.42,3783.22
2022-12-29,125,583,137.38,5249.37,3849.28
2022-12-30,125,583,137.38,5261.91,3839.5
2023-01-03,125,583,137.38,5136.53,3824.14
2023-01-04,125,583,137.38,5091.47,3852.97
2023-01-05,125,583,137.38,5124.2,3808.1
2023-01-06,125,583,137.38,5136.69,3895.08
2023-01-09,125,583,137.38,5159.91,3892.09
2023-01-10,125,583,137.38,5144.37,3919.25
2023-01-11,125,583,137.38,5180.44,3969.61
2023-01-12,125,583,137.38,5201.83,3983.17
2023-01-13,125,583,137.38,5156.65,3999.09
2023-01-16,125,583,137.38,5156.11,NA
2023-01-17,125,583,137.38,5176.1,3990.97
2023-01-18,125,583,137.38,5229.55,3928.86
2023-01-19,125,583,137.38,5207.83,3898.85
2023-01-20,125,583,137.38,5235.97,3972.61
2023-01-23,125,583,137.38,5311.84,4019.81
2023-01-24,125,583,137.38,5256.63,4016.95
2023-01-25,125,583,137.38,5257.18,4016.22
2023-01-26,125,583,137.38,5333.69,4060.43
2023-01-27,125,583,137.38,5351.34,4070.56
2023-01-30,125,583,137.38,5337.95,4017.77
2023-01-31,125,583,137.38,5322.39,4076.6
2023-02-01,125,583,137.38,5308.17,4119.21
2023-02-02,125,583,137.38,5313.52,4179.76
2023-02-03,125,583,137.38,5314.29,4136.48
2023-02-06,125,583,137.38,5285.62,4111.08
2023-02-07,125,583,137.38,5271.27,4164
2023-02-08,125,583,137.38,5328.83,4117.86
2023-02-09,125,583,137.38,5356.92,4081.5
2023-02-10,125,583,137.38,5392.45,4090.46
2023-02-13,125,583,137.38,5366.18,4137.29
2023-02-14,125,583,137.38,5332.43,4136.13
2023-02-15,125,583,137.38,5404.3,4147.6
2023-02-16,125,583,137.38,5451.45,4090.41
2023-02-17,125,583,137.38,5328.96,4079.09
2023-02-20,125,583,137.38,5330.76,NA
2023-02-21,125,583,137.38,5261.37,3997.34
2023-02-22,125,583,137.38,5258.46,3991.05
2023-02-23,125,583,137.38,5312.79,4012.32
2023-02-24,125,583,137.38,5331.57,3970.04
2023-02-27,125,583,137.38,5357.1,3982.24
2023-02-28,125,583,137.38,5394.9,3970.15
2023-03-01,125,583,137.38,5375.37,3951.39
2023-03-02,125,583,137.38,5407.24,3981.35
2023-03-03,125,583,137.38,5439.46,4045.64
2023-03-06,125,583,137.38,5427.53,4048.42
2023-03-07,125,583,137.38,5403.44,3986.37
2023-03-08,125,583,137.38,5416.39,3992.01
2023-03-09,125,583,137.38,5410.59,3918.32
2023-03-10,125,583,137.38,5393.72,3861.59
2023-03-13,125,583,137.38,5337.04,3855.76
2023-03-14,125,583,137.38,5298.78,3919.29
2023-03-15,125,583,137.38,5196.61,3891.93
2023-03-16,125,583,137.38,5198.35,3960.28
2023-03-17,125,583,137.38,5112.03,3916.64
2023-03-20,125,583,137.38,5170.09,3951.57
2023-03-21,125,583,137.38,5299.17,4002.87
2023-03-22,125,583,137.38,5271.18,3936.97
2023-03-23,125,583,137.38,5275.37,3948.72
2023-03-24,125,583,137.38,5248.86,3970.99
2023-03-27,125,583,137.38,5258.08,3977.53
2023-03-28,125,583,137.38,5244.75,3971.27
2023-03-29,125,583,137.38,5313.76,4027.81
2023-03-30,125,583,137.38,5309.2,4050.83
2023-03-31,125,583,137.38,5324.62,4109.31
2023-04-03,125,583,137.38,5309,4124.51
2023-04-04,125,583,137.38,5228,4100.6
2023-04-05,125,583,137.38,5236.22,4090.38
2023-04-06,125,583,137.38,5274.2,4105.02
2023-04-10,125,583,137.38,5281.48,4109.11
2023-04-11,125,583,137.38,5306.88,4108.94
2023-04-12,125,583,137.38,5353.09,4091.95
2023-04-13,125,583,137.38,5365.12,4146.22
2023-04-14,125,583,137.38,5417.18,4137.64
2023-04-17,125,583,137.38,5469.94,4151.32
2023-04-18,125,583,137.38,5474.62,4154.87
2023-04-19,125,583,137.38,5423.49,4154.52
2023-04-20,125,583,137.38,5397.59,4129.79
2023-04-21,125,583,137.38,5226.93,4133.52
2023-04-24,125,583,137.38,5296.78,4137.04
2023-04-25,125,583,137.38,5299.58,4071.63
2023-04-26,125,583,137.38,5325.59,4055.99
2023-04-27,125,583,137.38,5410.22,4135.35
2023-04-28,125,583,137.38,5416.09,4169.48
2023-05-02,125,583,137.38,5369.34,4119.58
2023-05-03,125,583,137.38,5372.58,4090.75
2023-05-04,125,583,137.38,5376.42,4061.22
2023-05-05,125,583,137.38,5480.42,4136.25
2023-05-08,125,583,137.38,5608.49,4138.12
2023-05-09,125,583,137.38,5550.89,4119.17
2023-05-10,125,583,137.38,5569.61,4137.64
2023-05-11,125,583,137.38,5600,4130.62
2023-05-12,125,583,137.38,5596.49,4124.08
2023-05-15,125,583,135,5598.21,4136.28
2023-05-16,125,583,135,5619.06,4109.9
2023-05-17,125,583,135,5605.36,4158.77
2023-05-18,125,583,135,5640.66,4198.05
2023-05-19,125,583,135,5653.6,4191.98
2023-05-22,125,583,135,5691.5,4192.63
2023-05-23,125,583,135,5685.3,4145.58
2023-05-24,125,583,135,5643.3,4115.24
2023-05-25,125,583,135,5620.21,4151.28
2023-05-26,125,583,135,5609.45,4205.45
2023-05-29,125,583,135,5598.83,NA
2023-05-30,125,583,135,5592.86,4205.52
2023-05-31,125,583,135,5471.54,4179.83
2023-06-01,125,583,135,5520.74,4221.02
2013-07-16,NA,NA,NA,NA,1676.26
2013-08-15,NA,NA,NA,NA,1661.32
2013-09-18,NA,NA,NA,NA,1725.52
2013-09-19,NA,NA,NA,NA,1722.34
2013-09-20,NA,NA,NA,NA,1709.91
2013-10-31,NA,NA,NA,NA,1756.54
2013-11-01,NA,NA,NA,NA,1761.64
2013-12-31,NA,NA,NA,NA,1848.36
2014-05-01,NA,NA,NA,NA,1883.68
2014-05-21,NA,NA,NA,NA,1888.03
2014-07-16,NA,NA,NA,NA,1981.57
2014-08-15,NA,NA,NA,NA,1955.06
2014-09-18,NA,NA,NA,NA,2011.36
2014-09-19,NA,NA,NA,NA,2010.4
2014-10-31,NA,NA,NA,NA,2018.05
2014-12-08,NA,NA,NA,NA,2060.31
2014-12-31,NA,NA,NA,NA,2058.9
2015-05-01,NA,NA,NA,NA,2108.29
2015-05-21,NA,NA,NA,NA,2130.82
2015-06-29,NA,NA,NA,NA,2057.64
2015-07-16,NA,NA,NA,NA,2124.29
2015-09-18,NA,NA,NA,NA,1958.03
2015-10-12,NA,NA,NA,NA,2017.46
2015-12-08,NA,NA,NA,NA,2063.59
2015-12-31,NA,NA,NA,NA,2043.94
2016-06-27,NA,NA,NA,NA,2000.54
2016-08-15,NA,NA,NA,NA,2190.15
2016-09-19,NA,NA,NA,NA,2139.12
2016-10-10,NA,NA,NA,NA,2163.66
2016-10-31,NA,NA,NA,NA,2126.15
2016-11-01,NA,NA,NA,NA,2111.72
2016-12-08,NA,NA,NA,NA,2246.19
2017-04-19,NA,NA,NA,NA,2338.17
2017-05-01,NA,NA,NA,NA,2388.33
2017-06-26,NA,NA,NA,NA,2439.07
2017-08-15,NA,NA,NA,NA,2464.61
2017-09-18,NA,NA,NA,NA,2503.87
2017-09-19,NA,NA,NA,NA,2506.65
2017-10-09,NA,NA,NA,NA,2544.73
2017-10-27,NA,NA,NA,NA,2581.07
2017-11-01,NA,NA,NA,NA,2579.36
2017-12-08,NA,NA,NA,NA,2651.5
2018-01-16,NA,NA,NA,NA,2776.42
2018-05-01,NA,NA,NA,NA,2654.8
2018-05-21,NA,NA,NA,NA,2733.01
2018-07-02,NA,NA,NA,NA,2726.71
2018-07-16,NA,NA,NA,NA,2798.43
2018-08-15,NA,NA,NA,NA,2818.37
2018-09-17,NA,NA,NA,NA,2888.8
2018-09-18,NA,NA,NA,NA,2904.31
2018-09-19,NA,NA,NA,NA,2907.95
2018-10-15,NA,NA,NA,NA,2750.79
2018-11-01,NA,NA,NA,NA,2740.37
2018-11-02,NA,NA,NA,NA,2723.06
2018-12-31,NA,NA,NA,NA,2506.85
2019-05-01,NA,NA,NA,NA,2923.73
2019-05-21,NA,NA,NA,NA,2864.36
2019-07-16,NA,NA,NA,NA,3004.04
2019-08-15,NA,NA,NA,NA,2847.6
2019-09-18,NA,NA,NA,NA,3006.73
2019-09-19,NA,NA,NA,NA,3006.79
2019-09-20,NA,NA,NA,NA,2992.07
2019-10-31,NA,NA,NA,NA,3037.56
2019-11-01,NA,NA,NA,NA,3066.91
2019-12-31,NA,NA,NA,NA,3230.78
2020-05-01,NA,NA,NA,NA,2830.71
2020-05-21,NA,NA,NA,NA,2948.51
2020-06-29,NA,NA,NA,NA,3053.24
2020-07-16,NA,NA,NA,NA,3215.57
2020-09-18,NA,NA,NA,NA,3319.47
2020-10-12,NA,NA,NA,NA,3534.22
2020-12-08,NA,NA,NA,NA,3702.25
2020-12-31,NA,NA,NA,NA,3756.07
2021-05-21,NA,NA,NA,NA,4155.86
2021-06-21,NA,NA,NA,NA,4224.79
2021-06-28,NA,NA,NA,NA,4290.61
2021-07-16,NA,NA,NA,NA,4327.16
2021-09-17,NA,NA,NA,NA,4432.99
2021-10-11,NA,NA,NA,NA,4361.19
2021-11-01,NA,NA,NA,NA,4613.67
2021-12-08,NA,NA,NA,NA,4701.21
2021-12-31,NA,NA,NA,NA,4766.18
2022-06-21,NA,NA,NA,NA,3764.79
2022-06-27,NA,NA,NA,NA,3900.11
2022-08-15,NA,NA,NA,NA,4297.14
2022-09-16,NA,NA,NA,NA,3873.33
2022-09-19,NA,NA,NA,NA,3899.89
2022-10-10,NA,NA,NA,NA,3612.39
2022-10-31,NA,NA,NA,NA,3871.98
2022-11-01,NA,NA,NA,NA,3856.1
2022-12-08,NA,NA,NA,NA,3963.51
2023-05-01,NA,NA,NA,NA,4167.87
